Time,Well,OD600,Strain,Phage,malTmut,X777bpdel,Treatment
58501,B3,0.718,D37-7,No,Yes,Yes,malT- 777del
58800,B3,0.719,D37-7,No,Yes,Yes,malT- 777del
59101,B3,0.721,D37-7,No,Yes,Yes,malT- 777del
59400,B3,0.722,D37-7,No,Yes,Yes,malT- 777del
59700,B3,0.724,D37-7,No,Yes,Yes,malT- 777del
60000,B3,0.727,D37-7,No,Yes,Yes,malT- 777del
60300,B3,0.729,D37-7,No,Yes,Yes,malT- 777del
60601,B3,0.731,D37-7,No,Yes,Yes,malT- 777del
60900,B3,0.733,D37-7,No,Yes,Yes,malT- 777del
61201,B3,0.733,D37-7,No,Yes,Yes,malT- 777del
61500,B3,0.735,D37-7,No,Yes,Yes,malT- 777del
61801,B3,0.738,D37-7,No,Yes,Yes,malT- 777del
62100,B3,0.739,D37-7,No,Yes,Yes,malT- 777del
62400,B3,0.74,D37-7,No,Yes,Yes,malT- 777del
62700,B3,0.741,D37-7,No,Yes,Yes,malT- 777del
63000,B3,0.744,D37-7,No,Yes,Yes,malT- 777del
63301,B3,0.746,D37-7,No,Yes,Yes,malT- 777del
63600,B3,0.747,D37-7,No,Yes,Yes,malT- 777del
63901,B3,0.749,D37-7,No,Yes,Yes,malT- 777del
64200,B3,0.752,D37-7,No,Yes,Yes,malT- 777del
64501,B3,0.754,D37-7,No,Yes,Yes,malT- 777del
64800,B3,0.752,D37-7,No,Yes,Yes,malT- 777del
65100,B3,0.755,D37-7,No,Yes,Yes,malT- 777del
65400,B3,0.758,D37-7,No,Yes,Yes,malT- 777del
65700,B3,0.757,D37-7,No,Yes,Yes,malT- 777del
66001,B3,0.759,D37-7,No,Yes,Yes,malT- 777del
66300,B3,0.761,D37-7,No,Yes,Yes,malT- 777del
66601,B3,0.762,D37-7,No,Yes,Yes,malT- 777del
66900,B3,0.764,D37-7,No,Yes,Yes,malT- 777del
67201,B3,0.765,D37-7,No,Yes,Yes,malT- 777del
67500,B3,0.766,D37-7,No,Yes,Yes,malT- 777del
67800,B3,0.768,D37-7,No,Yes,Yes,malT- 777del
68100,B3,0.77,D37-7,No,Yes,Yes,malT- 777del
68400,B3,0.769,D37-7,No,Yes,Yes,malT- 777del
68701,B3,0.77,D37-7,No,Yes,Yes,malT- 777del
69000,B3,0.774,D37-7,No,Yes,Yes,malT- 777del
69301,B3,0.776,D37-7,No,Yes,Yes,malT- 777del
69600,B3,0.778,D37-7,No,Yes,Yes,malT- 777del
69901,B3,0.779,D37-7,No,Yes,Yes,malT- 777del
70200,B3,0.78,D37-7,No,Yes,Yes,malT- 777del
70500,B3,0.781,D37-7,No,Yes,Yes,malT- 777del
70800,B3,0.781,D37-7,No,Yes,Yes,malT- 777del
71100,B3,0.784,D37-7,No,Yes,Yes,malT- 777del
71401,B3,0.786,D37-7,No,Yes,Yes,malT- 777del
71700,B3,0.787,D37-7,No,Yes,Yes,malT- 777del
72001,B3,0.788,D37-7,No,Yes,Yes,malT- 777del
0,C3,0.113,D37-7,No,Yes,Yes,malT- 777del
300,C3,0.114,D37-7,No,Yes,Yes,malT- 777del
600,C3,0.114,D37-7,No,Yes,Yes,malT- 777del
900,C3,0.114,D37-7,No,Yes,Yes,malT- 777del
1201,C3,0.114,D37-7,No,Yes,Yes,malT- 777del
1500,C3,0.114,D37-7,No,Yes,Yes,malT- 777del
1801,C3,0.114,D37-7,No,Yes,Yes,malT- 777del
2100,C3,0.114,D37-7,No,Yes,Yes,malT- 777del
2401,C3,0.114,D37-7,No,Yes,Yes,malT- 777del
2700,C3,0.113,D37-7,No,Yes,Yes,malT- 777del
3000,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
3300,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
3600,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
3901,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
4200,C3,0.114,D37-7,No,Yes,Yes,malT- 777del
4501,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
4800,C3,0.114,D37-7,No,Yes,Yes,malT- 777del
5101,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
5400,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
5700,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
6000,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
6300,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
6601,C3,0.114,D37-7,No,Yes,Yes,malT- 777del
6900,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
7201,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
7500,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
7801,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
8100,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
8400,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
8700,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
9000,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
9301,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
9600,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
9901,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
10200,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
10501,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
10800,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
11100,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
11400,C3,0.115,D37-7,No,Yes,Yes,malT- 777del
11700,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
12001,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
12300,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
12601,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
12900,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
13201,C3,0.117,D37-7,No,Yes,Yes,malT- 777del
13500,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
13800,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
14100,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
14400,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
14701,C3,0.117,D37-7,No,Yes,Yes,malT- 777del
15000,C3,0.118,D37-7,No,Yes,Yes,malT- 777del
15301,C3,0.118,D37-7,No,Yes,Yes,malT- 777del
15600,C3,0.117,D37-7,No,Yes,Yes,malT- 777del
15901,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
16200,C3,0.117,D37-7,No,Yes,Yes,malT- 777del
16500,C3,0.117,D37-7,No,Yes,Yes,malT- 777del
16800,C3,0.117,D37-7,No,Yes,Yes,malT- 777del
17100,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
17401,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
17700,C3,0.117,D37-7,No,Yes,Yes,malT- 777del
18001,C3,0.116,D37-7,No,Yes,Yes,malT- 777del
18300,C3,0.117,D37-7,No,Yes,Yes,malT- 777del
18601,C3,0.117,D37-7,No,Yes,Yes,malT- 777del
18900,C3,0.117,D37-7,No,Yes,Yes,malT- 777del
19200,C3,0.117,D37-7,No,Yes,Yes,malT- 777del
19500,C3,0.118,D37-7,No,Yes,Yes,malT- 777del
19800,C3,0.118,D37-7,No,Yes,Yes,malT- 777del
20101,C3,0.117,D37-7,No,Yes,Yes,malT- 777del
20400,C3,0.118,D37-7,No,Yes,Yes,malT- 777del
20701,C3,0.118,D37-7,No,Yes,Yes,malT- 777del
21000,C3,0.118,D37-7,No,Yes,Yes,malT- 777del
21301,C3,0.119,D37-7,No,Yes,Yes,malT- 777del
21600,C3,0.119,D37-7,No,Yes,Yes,malT- 777del
21900,C3,0.12,D37-7,No,Yes,Yes,malT- 777del
22200,C3,0.12,D37-7,No,Yes,Yes,malT- 777del
22500,C3,0.12,D37-7,No,Yes,Yes,malT- 777del
22801,C3,0.12,D37-7,No,Yes,Yes,malT- 777del
23100,C3,0.121,D37-7,No,Yes,Yes,malT- 777del
23401,C3,0.122,D37-7,No,Yes,Yes,malT- 777del
23700,C3,0.123,D37-7,No,Yes,Yes,malT- 777del
24001,C3,0.124,D37-7,No,Yes,Yes,malT- 777del
24300,C3,0.126,D37-7,No,Yes,Yes,malT- 777del
24600,C3,0.127,D37-7,No,Yes,Yes,malT- 777del
24900,C3,0.129,D37-7,No,Yes,Yes,malT- 777del
25200,C3,0.13,D37-7,No,Yes,Yes,malT- 777del
25501,C3,0.132,D37-7,No,Yes,Yes,malT- 777del
25800,C3,0.135,D37-7,No,Yes,Yes,malT- 777del
26101,C3,0.138,D37-7,No,Yes,Yes,malT- 777del
26400,C3,0.142,D37-7,No,Yes,Yes,malT- 777del
26701,C3,0.145,D37-7,No,Yes,Yes,malT- 777del
27000,C3,0.15,D37-7,No,Yes,Yes,malT- 777del
27300,C3,0.153,D37-7,No,Yes,Yes,malT- 777del
27600,C3,0.159,D37-7,No,Yes,Yes,malT- 777del
27900,C3,0.164,D37-7,No,Yes,Yes,malT- 777del
28201,C3,0.17,D37-7,No,Yes,Yes,malT- 777del
28500,C3,0.178,D37-7,No,Yes,Yes,malT- 777del
28801,C3,0.184,D37-7,No,Yes,Yes,malT- 777del
29100,C3,0.191,D37-7,No,Yes,Yes,malT- 777del
29401,C3,0.197,D37-7,No,Yes,Yes,malT- 777del
29700,C3,0.206,D37-7,No,Yes,Yes,malT- 777del
30000,C3,0.214,D37-7,No,Yes,Yes,malT- 777del
30300,C3,0.223,D37-7,No,Yes,Yes,malT- 777del
30600,C3,0.234,D37-7,No,Yes,Yes,malT- 777del
30901,C3,0.243,D37-7,No,Yes,Yes,malT- 777del
31200,C3,0.257,D37-7,No,Yes,Yes,malT- 777del
31501,C3,0.268,D37-7,No,Yes,Yes,malT- 777del
31800,C3,0.278,D37-7,No,Yes,Yes,malT- 777del
32101,C3,0.288,D37-7,No,Yes,Yes,malT- 777del
32400,C3,0.298,D37-7,No,Yes,Yes,malT- 777del
32700,C3,0.31,D37-7,No,Yes,Yes,malT- 777del
33000,C3,0.321,D37-7,No,Yes,Yes,malT- 777del
33300,C3,0.332,D37-7,No,Yes,Yes,malT- 777del
33601,C3,0.342,D37-7,No,Yes,Yes,malT- 777del
33900,C3,0.349,D37-7,No,Yes,Yes,malT- 777del
34201,C3,0.36,D37-7,No,Yes,Yes,malT- 777del
34500,C3,0.372,D37-7,No,Yes,Yes,malT- 777del
34801,C3,0.385,D37-7,No,Yes,Yes,malT- 777del
35100,C3,0.398,D37-7,No,Yes,Yes,malT- 777del
35400,C3,0.412,D37-7,No,Yes,Yes,malT- 777del
35700,C3,0.427,D37-7,No,Yes,Yes,malT- 777del
36000,C3,0.439,D37-7,No,Yes,Yes,malT- 777del
36301,C3,0.452,D37-7,No,Yes,Yes,malT- 777del
36600,C3,0.463,D37-7,No,Yes,Yes,malT- 777del
36901,C3,0.471,D37-7,No,Yes,Yes,malT- 777del
37200,C3,0.482,D37-7,No,Yes,Yes,malT- 777del
37501,C3,0.492,D37-7,No,Yes,Yes,malT- 777del
37800,C3,0.501,D37-7,No,Yes,Yes,malT- 777del
38100,C3,0.512,D37-7,No,Yes,Yes,malT- 777del
38400,C3,0.525,D37-7,No,Yes,Yes,malT- 777del
38700,C3,0.537,D37-7,No,Yes,Yes,malT- 777del
39001,C3,0.548,D37-7,No,Yes,Yes,malT- 777del
39300,C3,0.556,D37-7,No,Yes,Yes,malT- 777del
39601,C3,0.563,D37-7,No,Yes,Yes,malT- 777del
39900,C3,0.567,D37-7,No,Yes,Yes,malT- 777del
40201,C3,0.573,D37-7,No,Yes,Yes,malT- 777del
40500,C3,0.578,D37-7,No,Yes,Yes,malT- 777del
40800,C3,0.585,D37-7,No,Yes,Yes,malT- 777del
41100,C3,0.59,D37-7,No,Yes,Yes,malT- 777del
41400,C3,0.595,D37-7,No,Yes,Yes,malT- 777del
41701,C3,0.6,D37-7,No,Yes,Yes,malT- 777del
42000,C3,0.608,D37-7,No,Yes,Yes,malT- 777del
42301,C3,0.613,D37-7,No,Yes,Yes,malT- 777del
42600,C3,0.616,D37-7,No,Yes,Yes,malT- 777del
42901,C3,0.619,D37-7,No,Yes,Yes,malT- 777del
43200,C3,0.622,D37-7,No,Yes,Yes,malT- 777del
43500,C3,0.625,D37-7,No,Yes,Yes,malT- 777del
43800,C3,0.629,D37-7,No,Yes,Yes,malT- 777del
44100,C3,0.632,D37-7,No,Yes,Yes,malT- 777del
44401,C3,0.635,D37-7,No,Yes,Yes,malT- 777del
44700,C3,0.641,D37-7,No,Yes,Yes,malT- 777del
45001,C3,0.644,D37-7,No,Yes,Yes,malT- 777del
45300,C3,0.645,D37-7,No,Yes,Yes,malT- 777del
45601,C3,0.648,D37-7,No,Yes,Yes,malT- 777del
45900,C3,0.65,D37-7,No,Yes,Yes,malT- 777del
46200,C3,0.654,D37-7,No,Yes,Yes,malT- 777del
46500,C3,0.657,D37-7,No,Yes,Yes,malT- 777del
46800,C3,0.659,D37-7,No,Yes,Yes,malT- 777del
47101,C3,0.661,D37-7,No,Yes,Yes,malT- 777del
47400,C3,0.663,D37-7,No,Yes,Yes,malT- 777del
47701,C3,0.664,D37-7,No,Yes,Yes,malT- 777del
48000,C3,0.666,D37-7,No,Yes,Yes,malT- 777del
48301,C3,0.668,D37-7,No,Yes,Yes,malT- 777del
48600,C3,0.67,D37-7,No,Yes,Yes,malT- 777del
48900,C3,0.671,D37-7,No,Yes,Yes,malT- 777del
49200,C3,0.673,D37-7,No,Yes,Yes,malT- 777del
49500,C3,0.675,D37-7,No,Yes,Yes,malT- 777del
49801,C3,0.676,D37-7,No,Yes,Yes,malT- 777del
50100,C3,0.678,D37-7,No,Yes,Yes,malT- 777del
50401,C3,0.68,D37-7,No,Yes,Yes,malT- 777del
50700,C3,0.682,D37-7,No,Yes,Yes,malT- 777del
51001,C3,0.684,D37-7,No,Yes,Yes,malT- 777del
51300,C3,0.686,D37-7,No,Yes,Yes,malT- 777del
51600,C3,0.688,D37-7,No,Yes,Yes,malT- 777del
51900,C3,0.689,D37-7,No,Yes,Yes,malT- 777del
52200,C3,0.691,D37-7,No,Yes,Yes,malT- 777del
52501,C3,0.692,D37-7,No,Yes,Yes,malT- 777del
52800,C3,0.694,D37-7,No,Yes,Yes,malT- 777del
53101,C3,0.696,D37-7,No,Yes,Yes,malT- 777del
53400,C3,0.698,D37-7,No,Yes,Yes,malT- 777del
53701,C3,0.699,D37-7,No,Yes,Yes,malT- 777del
54000,C3,0.702,D37-7,No,Yes,Yes,malT- 777del
54300,C3,0.702,D37-7,No,Yes,Yes,malT- 777del
54600,C3,0.705,D37-7,No,Yes,Yes,malT- 777del
54900,C3,0.707,D37-7,No,Yes,Yes,malT- 777del
55201,C3,0.709,D37-7,No,Yes,Yes,malT- 777del
55500,C3,0.71,D37-7,No,Yes,Yes,malT- 777del
55801,C3,0.713,D37-7,No,Yes,Yes,malT- 777del
56100,C3,0.715,D37-7,No,Yes,Yes,malT- 777del
56401,C3,0.717,D37-7,No,Yes,Yes,malT- 777del
56700,C3,0.719,D37-7,No,Yes,Yes,malT- 777del
57000,C3,0.722,D37-7,No,Yes,Yes,malT- 777del
57300,C3,0.723,D37-7,No,Yes,Yes,malT- 777del
57600,C3,0.725,D37-7,No,Yes,Yes,malT- 777del
57901,C3,0.728,D37-7,No,Yes,Yes,malT- 777del
58200,C3,0.731,D37-7,No,Yes,Yes,malT- 777del
58501,C3,0.732,D37-7,No,Yes,Yes,malT- 777del
58800,C3,0.735,D37-7,No,Yes,Yes,malT- 777del
59101,C3,0.736,D37-7,No,Yes,Yes,malT- 777del
59400,C3,0.738,D37-7,No,Yes,Yes,malT- 777del
59700,C3,0.74,D37-7,No,Yes,Yes,malT- 777del
60000,C3,0.74,D37-7,No,Yes,Yes,malT- 777del
60300,C3,0.743,D37-7,No,Yes,Yes,malT- 777del
60601,C3,0.744,D37-7,No,Yes,Yes,malT- 777del
60900,C3,0.746,D37-7,No,Yes,Yes,malT- 777del
61201,C3,0.746,D37-7,No,Yes,Yes,malT- 777del
61500,C3,0.748,D37-7,No,Yes,Yes,malT- 777del
61801,C3,0.75,D37-7,No,Yes,Yes,malT- 777del
62100,C3,0.752,D37-7,No,Yes,Yes,malT- 777del
62400,C3,0.753,D37-7,No,Yes,Yes,malT- 777del
62700,C3,0.755,D37-7,No,Yes,Yes,malT- 777del
63000,C3,0.757,D37-7,No,Yes,Yes,malT- 777del
63301,C3,0.759,D37-7,No,Yes,Yes,malT- 777del
63600,C3,0.76,D37-7,No,Yes,Yes,malT- 777del
63901,C3,0.762,D37-7,No,Yes,Yes,malT- 777del
64200,C3,0.763,D37-7,No,Yes,Yes,malT- 777del
64501,C3,0.765,D37-7,No,Yes,Yes,malT- 777del
64800,C3,0.766,D37-7,No,Yes,Yes,malT- 777del
65100,C3,0.766,D37-7,No,Yes,Yes,malT- 777del
65400,C3,0.769,D37-7,No,Yes,Yes,malT- 777del
65700,C3,0.77,D37-7,No,Yes,Yes,malT- 777del
66001,C3,0.771,D37-7,No,Yes,Yes,malT- 777del
66300,C3,0.772,D37-7,No,Yes,Yes,malT- 777del
66601,C3,0.774,D37-7,No,Yes,Yes,malT- 777del
66900,C3,0.776,D37-7,No,Yes,Yes,malT- 777del
67201,C3,0.776,D37-7,No,Yes,Yes,malT- 777del
67500,C3,0.777,D37-7,No,Yes,Yes,malT- 777del
67800,C3,0.779,D37-7,No,Yes,Yes,malT- 777del
68100,C3,0.781,D37-7,No,Yes,Yes,malT- 777del
68400,C3,0.78,D37-7,No,Yes,Yes,malT- 777del
68701,C3,0.781,D37-7,No,Yes,Yes,malT- 777del
69000,C3,0.784,D37-7,No,Yes,Yes,malT- 777del
69301,C3,0.785,D37-7,No,Yes,Yes,malT- 777del
69600,C3,0.786,D37-7,No,Yes,Yes,malT- 777del
69901,C3,0.787,D37-7,No,Yes,Yes,malT- 777del
70200,C3,0.791,D37-7,No,Yes,Yes,malT- 777del
70500,C3,0.791,D37-7,No,Yes,Yes,malT- 777del
70800,C3,0.792,D37-7,No,Yes,Yes,malT- 777del
71100,C3,0.793,D37-7,No,Yes,Yes,malT- 777del
71401,C3,0.795,D37-7,No,Yes,Yes,malT- 777del
71700,C3,0.796,D37-7,No,Yes,Yes,malT- 777del
72001,C3,0.796,D37-7,No,Yes,Yes,malT- 777del
0,D3,0.11,D37-7,No,Yes,Yes,malT- 777del
300,D3,0.111,D37-7,No,Yes,Yes,malT- 777del
600,D3,0.112,D37-7,No,Yes,Yes,malT- 777del
900,D3,0.112,D37-7,No,Yes,Yes,malT- 777del
1201,D3,0.112,D37-7,No,Yes,Yes,malT- 777del
1500,D3,0.112,D37-7,No,Yes,Yes,malT- 777del
1801,D3,0.112,D37-7,No,Yes,Yes,malT- 777del
2100,D3,0.112,D37-7,No,Yes,Yes,malT- 777del
2401,D3,0.112,D37-7,No,Yes,Yes,malT- 777del
2700,D3,0.112,D37-7,No,Yes,Yes,malT- 777del
3000,D3,0.112,D37-7,No,Yes,Yes,malT- 777del
3300,D3,0.112,D37-7,No,Yes,Yes,malT- 777del
3600,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
3901,D3,0.112,D37-7,No,Yes,Yes,malT- 777del
4200,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
4501,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
4800,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
5101,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
5400,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
5700,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
6000,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
6300,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
6601,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
6900,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
7201,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
7500,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
7801,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
8100,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
8400,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
8700,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
9000,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
9301,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
9600,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
9901,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
10200,D3,0.113,D37-7,No,Yes,Yes,malT- 777del
10501,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
10800,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
11100,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
11400,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
11700,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
12001,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
12300,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
12601,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
12900,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
13201,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
13500,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
13800,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
14100,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
14400,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
14701,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
15000,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
15301,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
15600,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
15901,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
16200,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
16500,D3,0.116,D37-7,No,Yes,Yes,malT- 777del
16800,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
17100,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
17401,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
17700,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
18001,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
18300,D3,0.114,D37-7,No,Yes,Yes,malT- 777del
18601,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
18900,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
19200,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
19500,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
19800,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
20101,D3,0.116,D37-7,No,Yes,Yes,malT- 777del
20400,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
20701,D3,0.115,D37-7,No,Yes,Yes,malT- 777del
21000,D3,0.116,D37-7,No,Yes,Yes,malT- 777del
21301,D3,0.116,D37-7,No,Yes,Yes,malT- 777del
21600,D3,0.116,D37-7,No,Yes,Yes,malT- 777del
21900,D3,0.117,D37-7,No,Yes,Yes,malT- 777del
22200,D3,0.117,D37-7,No,Yes,Yes,malT- 777del
22500,D3,0.117,D37-7,No,Yes,Yes,malT- 777del
22801,D3,0.117,D37-7,No,Yes,Yes,malT- 777del
23100,D3,0.118,D37-7,No,Yes,Yes,malT- 777del
23401,D3,0.117,D37-7,No,Yes,Yes,malT- 777del
23700,D3,0.119,D37-7,No,Yes,Yes,malT- 777del
24001,D3,0.119,D37-7,No,Yes,Yes,malT- 777del
24300,D3,0.118,D37-7,No,Yes,Yes,malT- 777del
24600,D3,0.119,D37-7,No,Yes,Yes,malT- 777del
24900,D3,0.119,D37-7,No,Yes,Yes,malT- 777del
25200,D3,0.122,D37-7,No,Yes,Yes,malT- 777del
25501,D3,0.123,D37-7,No,Yes,Yes,malT- 777del
25800,D3,0.124,D37-7,No,Yes,Yes,malT- 777del
26101,D3,0.125,D37-7,No,Yes,Yes,malT- 777del
26400,D3,0.127,D37-7,No,Yes,Yes,malT- 777del
26701,D3,0.129,D37-7,No,Yes,Yes,malT- 777del
27000,D3,0.131,D37-7,No,Yes,Yes,malT- 777del
27300,D3,0.135,D37-7,No,Yes,Yes,malT- 777del
27600,D3,0.138,D37-7,No,Yes,Yes,malT- 777del
27900,D3,0.142,D37-7,No,Yes,Yes,malT- 777del
28201,D3,0.146,D37-7,No,Yes,Yes,malT- 777del
28500,D3,0.151,D37-7,No,Yes,Yes,malT- 777del
28801,D3,0.157,D37-7,No,Yes,Yes,malT- 777del
29100,D3,0.163,D37-7,No,Yes,Yes,malT- 777del
29401,D3,0.171,D37-7,No,Yes,Yes,malT- 777del
29700,D3,0.179,D37-7,No,Yes,Yes,malT- 777del
30000,D3,0.187,D37-7,No,Yes,Yes,malT- 777del
30300,D3,0.195,D37-7,No,Yes,Yes,malT- 777del
30600,D3,0.202,D37-7,No,Yes,Yes,malT- 777del
30901,D3,0.212,D37-7,No,Yes,Yes,malT- 777del
31200,D3,0.222,D37-7,No,Yes,Yes,malT- 777del
31501,D3,0.232,D37-7,No,Yes,Yes,malT- 777del
31800,D3,0.243,D37-7,No,Yes,Yes,malT- 777del
32101,D3,0.254,D37-7,No,Yes,Yes,malT- 777del
32400,D3,0.264,D37-7,No,Yes,Yes,malT- 777del
32700,D3,0.275,D37-7,No,Yes,Yes,malT- 777del
33000,D3,0.286,D37-7,No,Yes,Yes,malT- 777del
33300,D3,0.301,D37-7,No,Yes,Yes,malT- 777del
33601,D3,0.317,D37-7,No,Yes,Yes,malT- 777del
33900,D3,0.333,D37-7,No,Yes,Yes,malT- 777del
34201,D3,0.351,D37-7,No,Yes,Yes,malT- 777del
34500,D3,0.367,D37-7,No,Yes,Yes,malT- 777del
34801,D3,0.381,D37-7,No,Yes,Yes,malT- 777del
35100,D3,0.395,D37-7,No,Yes,Yes,malT- 777del
35400,D3,0.412,D37-7,No,Yes,Yes,malT- 777del
35700,D3,0.428,D37-7,No,Yes,Yes,malT- 777del
36000,D3,0.443,D37-7,No,Yes,Yes,malT- 777del
36301,D3,0.46,D37-7,No,Yes,Yes,malT- 777del
36600,D3,0.475,D37-7,No,Yes,Yes,malT- 777del
36901,D3,0.485,D37-7,No,Yes,Yes,malT- 777del
37200,D3,0.498,D37-7,No,Yes,Yes,malT- 777del
37501,D3,0.507,D37-7,No,Yes,Yes,malT- 777del
37800,D3,0.517,D37-7,No,Yes,Yes,malT- 777del
38100,D3,0.526,D37-7,No,Yes,Yes,malT- 777del
38400,D3,0.537,D37-7,No,Yes,Yes,malT- 777del
38700,D3,0.547,D37-7,No,Yes,Yes,malT- 777del
39001,D3,0.558,D37-7,No,Yes,Yes,malT- 777del
39300,D3,0.567,D37-7,No,Yes,Yes,malT- 777del
39601,D3,0.574,D37-7,No,Yes,Yes,malT- 777del
39900,D3,0.583,D37-7,No,Yes,Yes,malT- 777del
40201,D3,0.591,D37-7,No,Yes,Yes,malT- 777del
40500,D3,0.596,D37-7,No,Yes,Yes,malT- 777del
40800,D3,0.602,D37-7,No,Yes,Yes,malT- 777del
41100,D3,0.606,D37-7,No,Yes,Yes,malT- 777del
41400,D3,0.61,D37-7,No,Yes,Yes,malT- 777del
41701,D3,0.616,D37-7,No,Yes,Yes,malT- 777del
42000,D3,0.621,D37-7,No,Yes,Yes,malT- 777del
42301,D3,0.625,D37-7,No,Yes,Yes,malT- 777del
42600,D3,0.628,D37-7,No,Yes,Yes,malT- 777del
42901,D3,0.631,D37-7,No,Yes,Yes,malT- 777del
43200,D3,0.633,D37-7,No,Yes,Yes,malT- 777del
43500,D3,0.635,D37-7,No,Yes,Yes,malT- 777del
43800,D3,0.638,D37-7,No,Yes,Yes,malT- 777del
44100,D3,0.639,D37-7,No,Yes,Yes,malT- 777del
44401,D3,0.643,D37-7,No,Yes,Yes,malT- 777del
